Hiragana,Romaji,Kanji,English_Meaning,Example
きゅうこん,kyuukon,球根,(plant) bulb,球根…きゅうこん
きゅうさい,kyuusai,救済,relief;aid;rescue;salvation;help,救済…きゅうさい
きゅうしゅう,kyuushuu,吸収,absorption;suction;attraction,吸収…きゅうしゅう
きゅうしょく,kyuushoku,給食,school lunch;providing a meal,給食…きゅうしょく
きゅうじ,kyuuji,給仕,office boy (girl);page;waiter,給仕…きゅうじ
きゅうじょ,kyuujyo,救助,relief;aid;rescue,救助…きゅうじょ
きゅうせん,kyuusen,休戦,truce;armistice,休戦…きゅうせん
きゅうそく,kyuusoku,急速,rapid (e.g. progress),急速…きゅうそく
きゅうそく,kyuusoku,休息,rest;relief;relaxation,休息…きゅうそく
きゅうち,kyuuchi,旧知,old friend;old friendship,旧知…きゅうち
きゅうでん,kyuuden,宮殿,palace,宮殿…きゅうでん
きゅうぼう,kyuubou,窮乏,poverty,窮乏…きゅうぼう
きゅうよ,kyuuyo,給与,allowance;grant;supply,給与…きゅうよ
きゅうよう,kyuuyou,休養,rest;break;recreation,休養…きゅうよう
きゅうりょう,kyuuryou,丘陵,hill,丘陵…きゅうりょう
きゅうりょう,kyuuryou,給料,salary;wages,給料…きゅうりょう
きょう,kyou,共,both;neither (neg);all;and;as well as;including;with;together with;plural ending,共…きょう
きょう,kyou,今日,today;this day,今日…きょう
きょう,kyou,今日,today;this day,今日…きょう
きょう,kyou,供,offer;present;submit;serve (a meal);supply,供…きょう
きょう,kyou,供,offer;present;submit;serve (a meal);supply,供…きょう
きょうい,kyoui,驚異,wonder;miracle,驚異…きょうい
きょういく,kyouiku,教育,training;education,教育…きょういく
きょういん,kyouin,教員,teaching staff,教員…きょういん
きょうか,kyouka,教科,subject;curriculum,教科…きょうか
きょうか,kyouka,強化,strengthen;intensify;reinforce;solidify,強化…きょうか
きょうかい,kyoukai,協会,association;society;organization,協会…きょうかい
きょうかい,kyoukai,教会,church,教会…きょうかい
きょうかい,kyoukai,境界,boundary,境界…きょうかい
きょうかしょ,kyoukasho,教科書,text book,教科書…きょうかしょ
きょうかん,kyoukan,共感,sympathy;response,共感…きょうかん
きょうがく,kyougaku,共学,coeducation,共学…きょうがく
きょうきゅう,kyoukyuu,供給,supply;provision,供給…きょうきゅう
きょうぎ,kyougi,協議,conference;consultation;discussion;negotiation,協議…きょうぎ
きょうぎ,kyougi,競技,game;match;contest,競技…きょうぎ
きょうくん,kyoukun,教訓,lesson;precept;moral instruction,教訓…きょうくん
きょうぐう,kyouguu,境遇,environment;circumstances,境遇…きょうぐう
きょうこう,kyoukou,強行,forcing;enforcement,強行…きょうこう
きょうこう,kyoukou,強硬,firm;vigorous;unbending;unyielding;strong;stubborn,強硬…きょうこう
きょうさく,kyousaku,凶作,bad harvest;poor crop,凶作…きょうさく
きょうさん,kyousan,共産,communism,共産…きょうさん
きょうざい,kyouzai,教材,teaching materials,教材…きょうざい
きょうし,kyoushi,教師,teacher (classroom),教師…きょうし
きょうしつ,kyoushitsu,教室,classroom,教室…きょうしつ
きょうしゅう,kyoushuu,教習,training;instruction,教習…きょうしゅう
きょうしゅう,kyoushuu,郷愁,nostalgia;homesickness,郷愁…きょうしゅう
きょうしゅく,kyoushuku,恐縮,shame;very kind of you;sorry to trouble,恐縮…きょうしゅく
きょうしょく,kyoushoku,教職,teaching certificate;the teaching profession,教職…きょうしょく
きょうじゅ,kyoujyu,享受,reception;acceptance;enjoyment;being given,享受…きょうじゅ
きょうじゅ,kyoujyu,教授,teaching;instruction;professor,教授…きょうじゅ
きょうじる,kyoujiru,興じる,to amuse oneself;to make merry,興じる…きょうじる
きょうせい,kyousei,強制,obligation;coercion;compulsion;enforcement,強制…きょうせい
きょうそう,kyousou,競争,competition;contest,競争…きょうそう
きょうそん,kyouson,共存,coexistence,共存…きょうそん
きょうだい,kyoudai,兄弟,siblings,兄弟…きょうだい
きょうだい,kyoudai,姉妹,sisters,姉妹…きょうだい
きょうちょう,kyouchou,協調,co-operation;conciliation;harmony;firm (market) tone,協調…きょうちょう
きょうちょう,kyouchou,強調,emphasis;stress;stressed point,強調…きょうちょう
きょうつう,kyoutsuu,共通,commonness;community,共通…きょうつう
きょうてい,kyoutei,協定,arrangement;pact;agreement,協定…きょうてい
きょうど,kyoudo,郷土,native place;birth place;one's old home,郷土…きょうど
きょうどう,kyoudou,共同,cooperation;association;collaboration;joint,共同…きょうどう
きょうはく,kyouhaku,脅迫,threat;menace;coercion;terrorism,脅迫…きょうはく
きょうふ,kyoufu,恐怖,be afraid;dread;dismay;terror,恐怖…きょうふ
きょうみ,kyoumi,興味,interest (in something),興味…きょうみ
きょうめい,kyoumei,共鳴,resonance;sympathy,共鳴…きょうめい
きょうよう,kyouyou,教養,culture;education;refinement;cultivation,教養…きょうよう
きょうり,kyouri,郷里,birth-place;home town,郷里…きょうり
きょうり,kyouri,郷里,birth-place;home town,郷里…きょうり
きょうりょく,kyouryoku,協力,cooperation;collaboration,協力…きょうりょく
きょうりょく,kyouryoku,強力,powerful;strong,強力…きょうりょく
きょうれつ,kyouretsu,強烈,strong;intense;severe,強烈…きょうれつ
きょうわ,kyouwa,共和,republicanism;cooperation,共和…きょうわ
きょか,kyoka,許可,permission;approval,許可…きょか
きょく,kyoku,曲,tune;piece of music,曲…きょく
きょく,kyoku,局,channel (i.e. TV or radio);department;affair;situation,局…きょく
きょくげん,kyokugen,局限,limit;localize,局限…きょくげん
きょくせん,kyokusen,曲線,curve,曲線…きょくせん
きょくたん,kyokutan,極端,extreme;extremity,極端…きょくたん
きょじゅう,kyojyuu,居住,residence,居住…きょじゅう
きょぜつ,kyozetsu,拒絶,refusal;rejection,拒絶…きょぜつ
きょだい,kyodai,巨大,huge;gigantic;enormous,巨大…きょだい
きょねん,kyonen,去年,last year,去年…きょねん
きょひ,kyohi,拒否,denial;veto;rejection;refusal,拒否…きょひ
きょよう,kyoyou,許容,permission;pardon,許容…きょよう
きょり,kyori,距離,distance;range,距離…きょり
きよ,kiyo,寄与,contribution;service,寄与…きよ
きよい,kiyoi,清い,clear;pure;noble,清い…きよい
きよう,kiyou,器用,skillful;handy,器用…きよう
きよらか,kiyoraka,清らか,clean;pure;chaste,清らか…きよらか
きらい,kirai,嫌い,dislike;hate,嫌い…きらい
きらう,kirau,嫌う,to hate;to dislike;to loathe,嫌う…きらう
きらく,kiraku,気楽,at ease;comfortable,気楽…きらく
きらびやか,kirabiyaka,煌びやか,gorgeous;gaudy;dazzling;gay,煌びやか…きらびやか
きり,kiri,切り,limits;end;bounds;period;place to leave off;closing sentence;all there is;only;since,切り…きり
きり,kiri,霧,fog;mist,霧…きり
きり,kiri,桐,paulownia tree,桐…きり
きりかえる,kirikaeru,切り替える,to change;to exchange;to convert;to renew;to throw a switch;to replace;to switch over,切り替える…きりかえる
きりつ,kiritsu,規律,order;rules;law,規律…きりつ
きりゅう,kiryuu,気流,atmospheric current,気流…きりゅう
きる,kiru,切る,to cut;to chop;to hash;to carve;to saw;to clip;to shear;to slice;to strip;to fell;to cut down;to punch;to sever (connections);to pause;to break off;to disconnect;to turn off;to hang up;to cross (a street);to discount;to sell below cost;to shake (water) of,切る…きる
きる,kiru,斬る,to behead;to murder,斬る…きる
きる,kiru,着る,to wear;to put on (from shoulders down),着る…きる
きる,kiru,斬る,to behead;to murder,斬る…きる
きれい,kirei,奇麗,pretty;clean;nice;tidy;beautiful;fair,奇麗…きれい
きれめ,kireme,切れ目,break;pause;gap;end;rift;interruption;cut;section;notch;incision;end (of a task),切れ目…きれめ
きれる,kireru,切れる,to cut well;to be sharp;to break;to snap;to wear out;to be injured;to burst;to collapse;to break off;to be disconnected;to be out of;to expire;to sever (connections) with;sharp;shrewd;less than,切れる…きれる
きろく,kiroku,記録,record;minutes;document,記録…きろく
きわ,kiwa,際,edge;brink;verge;side,際…きわ
きわた,kiwata,木綿,cotton,木綿…きわた
きわめて,kiwamete,極めて,exceedingly;extremely,極めて…きわめて
きをつける,kiwotsukeru,気を付ける,to be careful;to pay attention;to take care,気を付ける…きをつける
きん,kin,僅,a little;small quantity,僅…きん
きんえん,kinen,禁煙,No Smoking!,禁煙…きんえん
きんがく,kingaku,金額,amount of money,金額…きんがく
きんがん,kingan,近眼,nearsightedness;shortsightedness;myopia,近眼…きんがん
きんきゅう,kinkyuu,緊急,urgent;pressing;emergency,緊急…きんきゅう
きんきん,kinkin,近々,nearness;before long,近々…きんきん
きんぎょ,kingyo,金魚,goldfish,金魚…きんぎょ
きんこう,kinkou,近郊,suburbs;outskirts,近郊…きんこう
きんこう,kinkou,均衡,equilibrium;balance,均衡…きんこう
きんし,kinshi,近視,shortsightedness,近視…きんし
きんし,kinshi,禁止,prohibition;ban,禁止…きんし
きんじょ,kinjyo,近所,neighbourhood,近所…きんじょ
きんじる,kinjiru,禁じる,to prohibit,禁じる…きんじる
きんずる,kinzuru,禁ずる,to forbid;to suppress,禁ずる…きんずる
きんせん,kinsen,金銭,money;cash,金銭…きんせん
きんぞく,kinzoku,金属,metal,金属…きんぞく
きんだい,kindai,近代,present day,近代…きんだい
きんちょう,kinchou,緊張,tension;mental strain;nervousness,緊張…きんちょう
きんにく,kinniku,筋肉,muscle;sinew,筋肉…きんにく
きんべん,kinben,勤勉,industry;diligence,勤勉…きんべん
きんむ,kinmu,勤務,service;duty;work,勤務…きんむ
きんもつ,kinmotsu,禁物,taboo;forbidden thing,禁物…きんもつ
きんゆう,kinyuu,金融,monetary circulation;credit situation,金融…きんゆう
きんよう,kinyou,金曜,Friday,金曜…きんよう
きんろう,kinrou,勤労,labor;exertion;diligent service,勤労…きんろう
ぎあん,gian,議案,legislative bill,議案…ぎあん
ぎいん,giin,議員,member of the Diet  congress or parliament,議員…ぎいん
ぎかい,gikai,議会,Diet;congress;parliament,議会…ぎかい
ぎきょく,gikyoku,戯曲,play;drama,戯曲…ぎきょく
ぎけつ,giketsu,議決,resolution;decision;vote,議決…ぎけつ
ぎし,gishi,技師,engineer;technician,技師…ぎし
ぎしき,gishiki,儀式,ceremony;rite;ritual;service,儀式…ぎしき
ぎじどう,gijidou,議事堂,Diet building,議事堂…ぎじどう
ぎじゅつ,gijyutsu,技術,art;technique;technology;skill,技術…ぎじゅつ
ぎせい,gisei,犠牲,sacrifice,犠牲…ぎせい
ぎぞう,gizou,偽造,forgery;falsification;fabrication;counterfeiting,偽造…ぎぞう
ぎだい,gidai,議題,topic of discussion;agenda,議題…ぎだい
ぎちょう,gichou,議長,chairman,議長…ぎちょう
ぎっしり,gisshiri,,tightly;fully,…ぎっしり
ぎのう,ginou,技能,technical skill;ability;capacity,技能…ぎのう
ぎむ,gimu,義務,duty;obligation;responsibility,義務…ぎむ
ぎもん,gimon,疑問,question;problem;doubt;guess,疑問…ぎもん
ぎゃく,gyaku,逆,reverse;opposite,逆…ぎゃく
ぎゃくてん,gyakuten,逆転,(sudden) change;reversal;turn-around;coming from behind (baseball),逆転…ぎゃくてん
ぎゅうにゅう,gyuunyuu,牛乳,(cow's) milk,牛乳…ぎゅうにゅう
ぎょう,gyou,行,line;row;verse,行…ぎょう
ぎょうぎ,gyougi,行儀,manners,行儀…ぎょうぎ
ぎょうしゃ,gyousha,業者,trader;merchant,業者…ぎょうしゃ
ぎょうじ,gyouji,行事,event;function,行事…ぎょうじ
ぎょうせい,gyousei,行政,administration,行政…ぎょうせい
ぎょうせき,gyouseki,業績,achievement;performance;results;work;contribution,業績…ぎょうせき
ぎょうむ,gyoumu,業務,business;affairs;duties;work,業務…ぎょうむ
ぎょうれつ,gyouretsu,行列,line;procession;matrix (math),行列…ぎょうれつ
ぎょぎょう,gyogyou,漁業,fishing (industry),漁業…ぎょぎょう
ぎょく,gyoku,玉,king (shogi),玉…ぎょく
ぎょせん,gyosen,漁船,fishing boat,漁船…ぎょせん
ぎょそん,gyoson,漁村,fishing village,漁村…ぎょそん
ぎり,giri,義理,duty;sense of duty;honor;decency;courtesy;debt of gratitude;social obligation,義理…ぎり
